0,12/04/2018 14:01:51 
0,12/04/2018 14:01:52 
0,12/04/2018 14:01:53 
0,12/04/2018 14:01:54 
0,12/04/2018 14:01:55 
0,12/04/2018 14:01:56 
0,12/04/2018 14:01:57 
0,12/04/2018 14:01:58 
0,12/04/2018 14:01:59 
0,12/04/2018 14:02:00 
0,12/04/2018 14:02:01 
0,12/04/2018 14:02:02 
0,12/04/2018 14:02:03 
0,12/04/2018 14:02:04 
0,12/04/2018 14:02:05 
0,12/04/2018 14:02:07 
0,12/04/2018 14:02:08 
0,12/04/2018 14:02:09 
0,12/04/2018 14:02:10 
0,12/04/2018 14:02:11 
0,12/04/2018 14:02:12 
0,12/04/2018 14:02:13 
0,12/04/2018 14:02:14 
0,12/04/2018 14:02:15 
0,12/04/2018 14:02:16 
0,12/04/2018 14:02:17 
0,12/04/2018 14:02:18 
0,12/04/2018 14:02:19 
0,12/04/2018 14:02:21 
0,12/04/2018 14:02:22 
0,12/04/2018 14:02:23 
0,12/04/2018 14:02:24 
0,12/04/2018 14:02:25 
0,12/04/2018 14:02:26 
0,12/04/2018 14:02:27 
0,12/04/2018 14:02:28 
0,12/04/2018 14:02:30 
